PDB_ID_1,PDB_ID_2,NSWS,D2,TM_score1,TM_score2
1LHS,8DFR,0.03010181496237273,6.0,0.31168,0.27398
1MYT,8DFR,0.03826879271070615,8.0,0.31545,0.26875
2LHB,8DFR,0.043517679057116954,4.0,0.30885,0.26503
1HLM,8DFR,0.03499562554680665,5.0,0.29666,0.26774
1HLB,8DFR,0.034559149313247675,7.0,0.30312,0.27281
1ENH,8DFR,0.043668122270742356,9.0,0.40285,0.1588
1FTZ,8DFR,0.05131195335276968,10.0,0.33206,0.16214
1HDP,8DFR,0.03714799281006591,10.0,0.41338,0.19794
1OCP,8DFR,0.0492091388400703,13.0,0.30481,0.16293
1POU,8DFR,0.03250145095763204,7.0,0.33634,0.16103
1FTT,8DFR,0.03510825043885313,7.0,0.34996,0.17656
1VND,8DFR,0.04735062006764374,10.0,0.37158,0.20279
1CLH,8DFR,0.03728813559322034,7.0,0.26569,0.24721
1GRG,8DFR,0.023113528212100613,10.0,0.16619,0.34141
1NHR,8DFR,0.019768563162970106,19.0,0.17461,0.35155
1LVL,8DFR,0.025441696113074206,21.0,0.14954,0.30347
1TDF,8DFR,0.023536511768255886,15.0,0.23784,0.35816
1VDC,8DFR,0.026208503203261502,13.0,0.23466,0.35755
1DLR,1DYR,0.28278221208665905,12.0,0.91996,0.83898
1CRB,1DYR,0.026041666666666668,6.0,0.32023,0.24369
1DYR,1HMR,0.03153153153153153,4.0,0.23313,0.30414
1DYR,1ICN,0.033288349077822764,6.0,0.22317,0.30282
1DYR,1MDC,0.03423423423423423,14.0,0.22901,0.30446
1ALB,1DYR,0.0315173345339937,5.0,0.29859,0.23077
1CBQ,1DYR,0.029982363315696647,7.0,0.33466,0.25671
1DYR,1EAL,0.02814344076259646,3.0,0.20435,0.27856
1DYR,1FRD,0.03143418467583497,12.0,0.20518,0.32349
1DYR,2PIA,0.022560631697687534,10.0,0.37733,0.27281
1DOX,1DYR,0.035625927758535375,10.0,0.29399,0.18537
1DYR,1ROE,0.037456875308033516,5.0,0.17608,0.29294
1DOI,1DYR,0.0283436669619132,4.0,0.32147,0.23755
1DYR,4FXC,0.03933136676499508,3.0,0.20707,0.34005
1DYR,3FX2,0.0576271186440678,12.0,0.33007,0.42543
1DYR,1FLV,0.027888446215139442,7.0,0.33378,0.38815
1DYR,1OFV,0.03269537480063796,7.0,0.3164,0.36229
1DYR,2FRC,0.0422873618452667,2.0,0.2353,0.36897
1DYR,1FLA,0.03225806451612903,9.0,0.31597,0.41704
1DYR,5FD1,0.047244094488188976,7.0,0.21194,0.31799
1DYR,1FDN,0.0257703081232493,5.0,0.15218,0.32318
1DYR,1FXD,0.03242034656232532,8.0,0.14213,0.34121
1BLU,1DYR,0.037601626016260166,7.0,0.37445,0.20741
1DYR,1ROF,0.029883785279468732,8.0,0.1541,0.35934
1CLF,1DYR,0.03485103991006183,6.0,0.33593,0.15702
1DYR,2SPL,0.034295273943956504,3.0,0.26245,0.31582
1DYR,3MBA,0.03278688524590164,9.0,0.24886,0.31195
1ASH,1DYR,0.03547854785478548,14.0,0.32224,0.26328
1DYR,1ECN,0.031732040546496254,12.0,0.23948,0.31298
1DYR,1FLP,0.02936096718480138,9.0,0.26105,0.33137
1DYR,1GDJ,0.032450896669513236,5.0,0.2592,0.3143
1DYR,1HBG,0.02830188679245283,14.0,0.26661,0.34257
1DYR,1HSA,0.0182328190743338,4.0,0.2639,0.21348
1DYR,1LHS,0.04031919361612768,4.0,0.26321,0.31676
1DYR,1MYT,0.035390591281829954,6.0,0.25137,0.31435
1DYR,2LHB,0.0429553264604811,2.0,0.261,0.3213
1DYR,1HLM,0.026578073089700997,3.0,0.2668,0.32509
1DYR,1HLB,0.03530895334174023,5.0,0.25805,0.30919
1DYR,1ENH,0.030144927536231884,5.0,0.15183,0.35035
1DYR,1FTZ,0.04246053347849755,6.0,0.14828,0.33118
1DYR,1HDP,0.03015075376884422,10.0,0.19112,0.41794
1DYR,1OCP,0.0306178239475123,13.0,0.16083,0.32719
1DYR,1POU,0.032520325203252036,7.0,0.17241,0.34827
1DYR,1FTT,0.03713817586018569,5.0,0.1733,0.38212
1DYR,1VND,0.04008438818565401,10.0,0.18518,0.35267
1CLH,1DYR,0.0249798549556809,7.0,0.28469,0.24962
1DYR,1GRG,0.01631753031973539,6.0,0.29248,0.16468
1DYR,1NHR,0.02622950819672131,17.0,0.30834,0.17303
1DYR,1LVL,0.021525074421799864,21.0,0.29495,0.16539
1DYR,1TDF,0.025029103608847497,13.0,0.33152,0.23814
1DYR,1VDC,0.03768278965129359,17.0,0.33203,0.23547
1CRB,1DLR,0.03031694993109784,12.0,0.3303,0.2681
1DLR,1HMR,0.03153368370759675,8.0,0.25001,0.3118
1DLR,1ICN,0.04580152671755725,18.0,0.24731,0.30115
1DLR,1MDC,0.023889154323936932,30.0,0.24674,0.30649
1ALB,1DLR,0.04011461318051576,11.0,0.31593,0.25174
1CBQ,1DLR,0.029892573563755253,13.0,0.33989,0.27898
1DLR,1EAL,0.03371868978805395,11.0,0.22647,0.28462
1DLR,1FRD,0.03876375065479309,24.0,0.22707,0.346
1DLR,2PIA,0.025153553670663936,16.0,0.41617,0.27658
1DLR,1DOX,0.030623020063357972,16.0,0.20535,0.30768
1DLR,1ROE,0.050473186119873815,11.0,0.21195,0.32777
1DLR,1DOI,0.030971374941342094,10.0,0.24669,0.31513
1DLR,4FXC,0.032511798636601995,11.0,0.22817,0.34698
1DLR,3FX2,0.03761755485893417,20.0,0.34607,0.40449
1DLR,1FLV,0.026856903063365505,13.0,0.32885,0.35133
1DLR,1OFV,0.030239395212095756,13.0,0.34945,0.37235
1DLR,2FRC,0.04605936540429888,12.0,0.25123,0.37147
1DLR,1FLA,0.03507152745731426,15.0,0.33336,0.41422
1DLR,5FD1,0.04232283464566929,11.0,0.18791,0.2675
1DLR,1FDN,0.027744270205066344,11.0,0.16456,0.34545
1DLR,1FXD,0.03369434416365824,12.0,0.16104,0.36939
1BLU,1DLR,0.030418250950570342,11.0,0.31198,0.18381
1DLR,1ROF,0.039285714285714285,12.0,0.17456,0.3822
1CLF,1DLR,0.03026634382566586,12.0,0.34737,0.1424
1DLR,2SPL,0.03445229681978799,11.0,0.27449,0.31054
1DLR,3MBA,0.03194888178913738,15.0,0.26446,0.30882
1ASH,1DLR,0.049629952111449716,22.0,0.31196,0.269
1DLR,1ECN,0.035480859010270774,16.0,0.25019,0.30753
1DLR,1FLP,0.027409776153494745,21.0,0.27356,0.32754
1DLR,1GDJ,0.03250564334085779,11.0,0.27642,0.31555
1DLR,1HBG,0.029024943310657598,22.0,0.27014,0.31521
1DLR,1HSA,0.013856812933025405,12.0,0.26232,0.19804
1DLR,1LHS,0.0417036379769299,12.0,0.27621,0.31382
1DLR,1MYT,0.045662100456621,14.0,0.26902,0.31438
1DLR,2LHB,0.0372557928214448,10.0,0.27082,0.31405
1DLR,1HLM,0.041209995615957916,9.0,0.26885,0.29938
1DLR,1HLB,0.03463587921847247,13.0,0.27338,0.30654
1DLR,1ENH,0.04380475594493116,13.0,0.16485,0.36725
1DLR,1FTZ,0.05497076023391813,14.0,0.1672,0.34419
1DLR,1HDP,0.04567307692307692,18.0,0.20123,0.43386
1DLR,1OCP,0.04465334900117509,19.0,0.16551,0.34981
1DLR,1POU,0.030267753201396973,13.0,0.18061,0.31922
1DLR,1FTT,0.035211267605633804,11.0,0.15808,0.34348
1DLR,1VND,0.0395703787450537,16.0,0.19824,0.35681
1CLH,1DLR,0.037367303609341825,15.0,0.28403,0.26473
1DLR,1GRG,0.02223230490018149,16.0,0.34461,0.16889
1DLR,1NHR,0.024137098720733767,19.0,0.34339,0.17469
1DLR,1LVL,0.018867924528301886,21.0,0.38381,0.19054
1DLR,1TDF,0.021154427319431852,17.0,0.35161,0.23473
1DLR,1VDC,0.031496062992125984,23.0,0.33358,0.2205
1CRB,1HMR,0.3057757644394111,4.0,0.89381,0.9127
1CRB,1ICN,0.2430751837196156,12.0,0.84608,0.8633
1CRB,1MDC,0.1245753114382786,24.0,0.75393,0.77775
1ALB,1CRB,0.3316355404640634,5.0,0.88154,0.86388
1CBQ,1CRB,0.36824696802646084,7.0,0.86868,0.88658
1CRB,1EAL,0.12121212121212122,5.0,0.8449,0.88667
1CRB,1FRD,0.04298356510745891,18.0,0.30923,0.37447
1CRB,2PIA,0.023932729624838292,12.0,0.32944,0.1752
1CRB,1DOX,0.03828972559029994,12.0,0.262,0.31903
1CRB,1ROE,0.040634920634920635,5.0,0.28007,0.33641
1CRB,1DOI,0.04767184035476718,4.0,0.29565,0.30332
1CRB,4FXC,0.030379746835443037,5.0,0.31187,0.37869
1CRB,3FX2,0.0472193074501574,12.0,0.35566,0.33502
1CRB,1FLV,0.03599221789883268,9.0,0.35126,0.30059
1CRB,1OFV,0.04965920155793573,9.0,0.34768,0.29793
1CRB,2FRC,0.0430239704978488,6.0,0.30515,0.35837
1CRB,1FLA,0.04782608695652174,9.0,0.34863,0.34231
1CRB,5FD1,0.04809384164222874,9.0,0.25445,0.29118
1CRB,1FDN,0.042073628850488355,5.0,0.18834,0.30573
1CRB,1FXD,0.052434456928838954,6.0,0.18628,0.28814
1BLU,1CRB,0.04491413474240423,5.0,0.32457,0.242
1CRB,1ROF,0.04138950480413895,6.0,0.21427,0.35368
1CLF,1CRB,0.03773584905660377,6.0,0.34412,0.20336
1CRB,2SPL,0.040268456375838924,5.0,0.36267,0.33005
1CRB,3MBA,0.034334763948497854,9.0,0.36547,0.34412
1ASH,1CRB,0.04467005076142132,16.0,0.3536,0.37727
1CRB,1ECN,0.02865013774104683,12.0,0.34754,0.3442
1CRB,1FLP,0.031149301825993556,15.0,0.37373,0.35875
1CRB,1GDJ,0.04766949152542373,5.0,0.36301,0.33113
1CRB,1HBG,0.038338658146964855,16.0,0.36591,0.34355
1CRB,1HSA,0.024691358024691357,6.0,0.38332,0.22805
1CRB,1LHS,0.03632589517384536,6.0,0.36495,0.33355
1CRB,1MYT,0.03435319377348363,6.0,0.36328,0.34281
1CRB,2LHB,0.054429028815368194,4.0,0.35523,0.32947
1CRB,1HLM,0.05424769703172978,5.0,0.37006,0.32818
1CRB,1HLB,0.04883116883116883,7.0,0.36587,0.32667
1CRB,1ENH,0.03933910306845004,9.0,0.20456,0.37611
1CRB,1FTZ,0.046276211135213303,10.0,0.18492,0.2861
1CRB,1HDP,0.0493642483171279,12.0,0.20024,0.3176
1CRB,1OCP,0.05090909090909091,13.0,0.21994,0.33791
1CRB,1POU,0.043134435657800146,7.0,0.24851,0.37554
1CRB,1FTT,0.04066811909949165,7.0,0.2128,0.31992
1CRB,1VND,0.03467406380027739,10.0,0.22446,0.31086
1CLH,1CRB,0.03254437869822485,7.0,0.29188,0.33696
1CRB,1GRG,0.02058319039451115,8.0,0.32446,0.13822
1CRB,1NHR,0.025157232704402517,17.0,0.34271,0.1446
1CRB,1LVL,0.027600306670074112,19.0,0.33468,0.13061
1CRB,1TDF,0.028839704896042925,13.0,0.31218,0.16435
1CRB,1VDC,0.02321083172147002,19.0,0.30744,0.16448
1HMR,1ICN,0.29317507418397626,10.0,0.89398,0.89398
1HMR,1MDC,0.25326991676575505,22.0,0.81896,0.83008
1ALB,1HMR,0.6619132501485443,3.0,0.9659,0.9659
1CBQ,1HMR,0.3872832369942196,5.0,0.84676,0.88185
1EAL,1HMR,0.1873873873873874,3.0,0.85085,0.82833
1FRD,1HMR,0.04806408544726302,16.0,0.33651,0.27978
1HMR,2PIA,0.032579787234042555,10.0,0.32451,0.17243
1DOX,1HMR,0.04720161834120027,10.0,0.31561,0.26628
1HMR,1ROE,0.05097250167672703,3.0,0.28538,0.35573
1DOI,1HMR,0.03488372093023256,2.0,0.31204,0.30758
1HMR,4FXC,0.04679144385026738,3.0,0.28172,0.33601
1HMR,3FX2,0.03732162458836443,12.0,0.34886,0.3251
1FLV,1HMR,0.05476673427991886,7.0,0.29389,0.34674
1HMR,1OFV,0.03857868020304569,7.0,0.34111,0.28919
1HMR,2FRC,0.037589112119248216,4.0,0.30403,0.35113
1FLA,1HMR,0.04100227790432802,9.0,0.33646,0.34713
1HMR,5FD1,0.055521283158544106,7.0,0.24372,0.27892
1FDN,1HMR,0.048115477145148355,3.0,0.30181,0.18338
1FXD,1HMR,0.03836930455635491,4.0,0.36637,0.22493
1BLU,1HMR,0.03496503496503497,3.0,0.3488,0.24999
1HMR,1ROF,0.039401103230890466,4.0,0.22682,0.34747
1CLF,1HMR,0.037066881547139406,4.0,0.35128,0.21234
1HMR,2SPL,0.04317323259579061,3.0,0.36619,0.32737
1HMR,3MBA,0.04044943820224719,7.0,0.35998,0.3345
1ASH,1HMR,0.051961823966065745,14.0,0.34217,0.36985
1ECN,1HMR,0.046216060080878106,10.0,0.35911,0.36874
1FLP,1HMR,0.0359955005624297,13.0,0.3538,0.37339
1GDJ,1HMR,0.045454545454545456,3.0,0.31644,0.3516
1HBG,1HMR,0.03901895206243032,14.0,0.35194,0.3806
1HMR,1HSA,0.02702702702702703,4.0,0.37618,0.21747
1HMR,1LHS,0.041237113402061855,4.0,0.37057,0.33214
1HMR,1MYT,0.03934794828555368,6.0,0.36027,0.33468
1HMR,2LHB,0.03798882681564246,2.0,0.3653,0.33295
1HLM,1HMR,0.05026737967914439,3.0,0.31942,0.36547
1HLB,1HMR,0.046713742531233025,5.0,0.32183,0.36645
1ENH,1HMR,0.06402695871946082,7.0,0.3955,0.20953
1FTZ,1HMR,0.03849114703618168,8.0,0.30247,0.20356
1HDP,1HMR,0.04309656823623304,10.0,0.28428,0.1893
1HMR,1OCP,0.05112316034082107,11.0,0.21285,0.31234
1HMR,1POU,0.05967865340474369,5.0,0.23117,0.33002
1FTT,1HMR,0.03402938901778809,5.0,0.29183,0.19306
1HMR,1VND,0.033873343151693665,8.0,0.23326,0.31961
1CLH,1HMR,0.047325102880658436,7.0,0.27278,0.31717
1GRG,1HMR,0.01651238428821616,8.0,0.13786,0.33222
1HMR,1NHR,0.024115755627009645,15.0,0.32021,0.13356
1HMR,1LVL,0.020370854008879603,17.0,0.32713,0.12804
1HMR,1TDF,0.029675638371290544,11.0,0.31148,0.16864
1HMR,1VDC,0.02584493041749503,17.0,0.29601,0.16055
1ICN,1MDC,0.14124629080118695,12.0,0.82882,0.84004
1ALB,1ICN,0.2823250296559905,11.0,0.89729,0.89729
1CBQ,1ICN,0.2608193883439123,13.0,0.83304,0.86652
1EAL,1ICN,0.16906474820143885,7.0,0.82806,0.80649
1FRD,1ICN,0.05996002664890073,14.0,0.30461,0.25025
1ICN,2PIA,0.03852540684158087,14.0,0.32328,0.1738
1DOX,1ICN,0.07537012113055182,14.0,0.30938,0.25788
1ICN,1ROE,0.07362784471218206,11.0,0.2876,0.35435
1DOI,1ICN,0.05107370864770749,10.0,0.30862,0.30387
1ICN,4FXC,0.08405603735823883,7.0,0.27172,0.32291
1ICN,3FX2,0.040547945205479455,16.0,0.37635,0.35064
1FLV,1ICN,0.04860759493670886,11.0,0.29977,0.35303
1ICN,1OFV,0.060821084642676125,11.0,0.34662,0.29519
1ICN,2FRC,0.050452781371280724,6.0,0.31108,0.36109
1FLA,1ICN,0.051165434906196704,13.0,0.34253,0.35409
1ICN,5FD1,0.029556650246305417,11.0,0.26216,0.2987
1FDN,1ICN,0.0288,11.0,0.3476,0.22153
1FXD,1ICN,0.04784688995215311,14.0,0.34829,0.21106
1BLU,1ICN,0.03768318213538032,13.0,0.35811,0.25811
1ICN,1ROF,0.050314465408805034,14.0,0.21882,0.33421
1CLF,1ICN,0.04501607717041801,10.0,0.35144,0.21521
1ICN,2SPL,0.0334051724137931,7.0,0.35707,0.32007
1ICN,3MBA,0.04374649467190129,13.0,0.34717,0.32407
1ASH,1ICN,0.035997882477501325,16.0,0.33212,0.3578
1ECN,1ICN,0.0530565167243368,14.0,0.33856,0.34701
1FLP,1ICN,0.052779337450870295,7.0,0.35421,0.37407
1GDJ,1ICN,0.04316546762589928,11.0,0.31658,0.35125
1HBG,1ICN,0.037840845854201444,18.0,0.35139,0.38045
1HSA,1ICN,0.020202020202020204,8.0,0.21676,0.37166
1ICN,1LHS,0.03358613217768147,8.0,0.36348,0.32548
1ICN,1MYT,0.03928170594837262,10.0,0.36261,0.33572
1ICN,2LHB,0.03680981595092025,6.0,0.35429,0.32526
1HLM,1ICN,0.04164442071542979,7.0,0.30091,0.34067
1HLB,1ICN,0.03796095444685466,7.0,0.31468,0.35729
1ENH,1ICN,0.043697478991596636,11.0,0.31497,0.17608
1FTZ,1ICN,0.05222734254992319,12.0,0.27741,0.19335
1HDP,1ICN,0.042993630573248405,12.0,0.3004,0.20316
1ICN,1OCP,0.0401854714064915,17.0,0.2208,0.32384
1ICN,1POU,0.06259541984732825,11.0,0.26277,0.38866
1FTT,1ICN,0.040123456790123455,7.0,0.28186,0.20183
1ICN,1VND,0.0440852314474651,18.0,0.2497,0.33818
1CLH,1ICN,0.028762198253723677,9.0,0.27523,0.31922
1GRG,1ICN,0.0235,8.0,0.13856,0.34037
1ICN,1NHR,0.03427041499330656,23.0,0.32308,0.12736
1ICN,1LVL,0.02139874739039666,27.0,0.3279,0.12967
1ICN,1TDF,0.03240261978628059,21.0,0.33786,0.17779
1ICN,1VDC,0.023171135385633895,19.0,0.28039,0.14524
1ALB,1MDC,0.26262626262626265,19.0,0.84972,0.86154
1CBQ,1MDC,0.15953757225433526,21.0,0.74307,0.78041
1EAL,1MDC,0.12972972972972974,15.0,0.73314,0.72406
1FRD,1MDC,0.03471295060080107,18.0,0.34171,0.29145
1MDC,2PIA,0.025930851063829786,22.0,0.31467,0.17432
1DOX,1MDC,0.04720161834120027,18.0,0.30544,0.25707
1MDC,1ROE,0.04024144869215292,23.0,0.27783,0.34111
1DOI,1MDC,0.03488372093023256,22.0,0.31279,0.31131
1MDC,4FXC,0.04679144385026738,17.0,0.31275,0.37407
1MDC,3FX2,0.04720087815587267,26.0,0.38509,0.35432
1FLV,1MDC,0.04462474645030426,21.0,0.28854,0.34137
1MDC,1OFV,0.04263959390862944,19.0,0.33549,0.28366
1MDC,2FRC,0.03888528839922229,14.0,0.29893,0.34193
1FLA,1MDC,0.0387243735763098,19.0,0.34062,0.35573
1MDC,5FD1,0.04688463911165947,19.0,0.25245,0.28694
1FDN,1MDC,0.04490777866880513,25.0,0.38572,0.22592
1FXD,1MDC,0.060751398880895285,26.0,0.27651,0.1808
1BLU,1MDC,0.03636363636363636,27.0,0.30136,0.23173
1MDC,1ROF,0.04885736800630418,26.0,0.21673,0.33374
1CLF,1MDC,0.0531829170024174,20.0,0.36411,0.21824
1MDC,2SPL,0.035617916891527254,17.0,0.34876,0.30945
1MDC,3MBA,0.04269662921348315,23.0,0.35211,0.32463
1ASH,1MDC,0.03711558854718982,24.0,0.32131,0.35164
1ECN,1MDC,0.04737146158290006,22.0,0.32395,0.33497
1FLP,1MDC,0.05061867266591676,13.0,0.33924,0.36226
1GDJ,1MDC,0.04212860310421286,21.0,0.30125,0.33672
1HBG,1MDC,0.04793756967670011,22.0,0.32873,0.35976
1HSA,1MDC,0.02702702702702703,18.0,0.21292,0.36661
1LHS,1MDC,0.03798155181768855,18.0,0.31102,0.34909
1MDC,1MYT,0.04609331084879146,18.0,0.34985,0.32132
1MDC,2LHB,0.03798882681564246,16.0,0.34344,0.31259
1HLM,1MDC,0.051336898395721926,17.0,0.30625,0.35326
1HLB,1MDC,0.03259098316132537,19.0,0.31182,0.35908
1ENH,1MDC,0.05391743892165122,21.0,0.3123,0.17349
1FTZ,1MDC,0.03849114703618168,22.0,0.29091,0.20933
1HDP,1MDC,0.0446927374301676,18.0,0.28428,0.19331
1MDC,1OCP,0.03563129357087529,27.0,0.22751,0.33217
1MDC,1POU,0.05967865340474369,21.0,0.25858,0.37473
1FTT,1MDC,0.04640371229698376,19.0,0.28258,0.19287
1MDC,1VND,0.042709867452135494,26.0,0.21944,0.29026
1CLH,1MDC,0.050411522633744855,19.0,0.26837,0.31441
1GRG,1MDC,0.02151613710282712,16.0,0.13266,0.32902
1MDC,1NHR,0.02840300107181136,33.0,0.3416,0.12915
1LVL,1MDC,0.01932619482893706,39.0,0.13074,0.33508
1MDC,1TDF,0.028295376121463076,33.0,0.32341,0.17427
1MDC,1VDC,0.03711066931742876,27.0,0.33018,0.17391
1ALB,1CBQ,0.30271519352975157,4.0,0.87798,0.8433
1ALB,1EAL,0.12725090036014405,2.0,0.79697,0.81796
1ALB,1FRD,0.0466977985323549,15.0,0.26103,0.30727
1ALB,2PIA,0.030574941841143236,11.0,0.32725,0.17296
1ALB,1DOX,0.03908355795148248,9.0,0.25692,0.3087
1ALB,1ROE,0.045576407506702415,4.0,0.2777,0.33495
1ALB,1DOI,0.034863451481696686,3.0,0.3101,0.31463
1ALB,4FXC,0.04542418169672679,4.0,0.30423,0.36579
1ALB,3FX2,0.036204059243006036,13.0,0.35923,0.33306
1ALB,1FLV,0.04358844399391789,8.0,0.34619,0.29279
1ALB,1OFV,0.038559107052257735,6.0,0.34519,0.2913
1ALB,2FRC,0.04404145077720207,5.0,0.30303,0.35009
1ALB,1FLA,0.04780876494023904,6.0,0.34244,0.33162
1ALB,5FD1,0.06658446362515413,6.0,0.25306,0.28787
1ALB,1FDN,0.05608974358974359,6.0,0.18343,0.29571
1ALB,1FXD,0.05591054313099041,3.0,0.22707,0.37252
1ALB,1BLU,0.04472396925227114,4.0,0.19972,0.2601
1ALB,1ROF,0.048818897637795275,3.0,0.21372,0.31974
1ALB,1CLF,0.04186795491143317,3.0,0.21749,0.36353
1ALB,2SPL,0.036677454153182305,4.0,0.3663,0.32706
1ALB,3MBA,0.03705783267827063,6.0,0.35682,0.33256
1ALB,1ASH,0.036036036036036036,13.0,0.36742,0.34071
1ALB,1ECN,0.049653579676674366,9.0,0.35338,0.34459
1ALB,1FLP,0.02922990444069702,14.0,0.37544,0.35535
1ALB,1GDJ,0.03545706371191136,2.0,0.34805,0.31342
1ALB,1HBG,0.03676880222841226,9.0,0.37635,0.34843
1ALB,1HSA,0.03374578177727784,5.0,0.37159,0.21555
1ALB,1LHS,0.03796095444685466,5.0,0.35934,0.32349
1ALB,1MYT,0.03932584269662921,7.0,0.35506,0.33039
1ALB,2LHB,0.03238414293690676,3.0,0.34421,0.31573
1ALB,1HLM,0.05024051309460182,4.0,0.36322,0.31782
1ALB,1HLB,0.05537459283387622,6.0,0.36489,0.32085
1ALB,1ENH,0.07575757575757576,8.0,0.22277,0.39308
1ALB,1FTZ,0.052307692307692305,9.0,0.19814,0.28553
1ALB,1HDP,0.0430622009569378,11.0,0.19698,0.29448
1ALB,1OCP,0.05263157894736842,10.0,0.22786,0.33527
1ALB,1POU,0.05963302752293578,4.0,0.25706,0.38243
1ALB,1FTT,0.04636785162287481,6.0,0.20551,0.29779
1ALB,1VND,0.04415011037527594,7.0,0.23339,0.30572
1ALB,1CLH,0.04832904884318766,8.0,0.31921,0.27527
1ALB,1GRG,0.026513256628314157,9.0,0.33885,0.13874
1ALB,1NHR,0.0326814894186981,14.0,0.33691,0.12754
1ALB,1LVL,0.02349869451697128,16.0,0.31911,0.12899
1ALB,1TDF,0.024146257330113833,10.0,0.28465,0.15896
1ALB,1VDC,0.025173898641934415,16.0,0.31327,0.16763
1CBQ,1EAL,0.1389375364856976,6.0,0.80575,0.86193
1CBQ,1FRD,0.045278137128072445,19.0,0.30454,0.37581
1CBQ,2PIA,0.0281413612565445,11.0,0.33595,0.18509
1CBQ,1DOX,0.040496407576747225,11.0,0.26955,0.33432
1CBQ,1ROE,0.05328135152696556,4.0,0.28691,0.35761
1CBQ,1DOI,0.03619909502262444,3.0,0.31024,0.32469
1CBQ,4FXC,0.03626943005181347,4.0,0.30052,0.3702
1CBQ,3FX2,0.039572192513368985,15.0,0.34612,0.33174
1CBQ,1FLV,0.039603960396039604,10.0,0.33778,0.29622
1CBQ,1OFV,0.03964321110009911,10.0,0.34269,0.2976
1CBQ,2FRC,0.03896920175989944,7.0,0.28702,0.34012
1CBQ,1FLA,0.043237250554323724,12.0,0.34152,0.33999
1CBQ,5FD1,0.029958058717795086,8.0,0.22201,0.2572
1CBQ,1FDN,0.044787644787644784,8.0,0.20577,0.33318
1CBQ,1FXD,0.05850654349499615,5.0,0.20717,0.34149
1BLU,1CBQ,0.07171853856562922,6.0,0.29182,0.21776
1CBQ,1ROF,0.05770690964312832,5.0,0.22119,0.36822
1CBQ,1CLF,0.062063615205585725,5.0,0.19547,0.33375
1CBQ,2SPL,0.03577064702788006,4.0,0.35299,0.32693
1CBQ,3MBA,0.03282275711159737,6.0,0.33479,0.32157
1ASH,1CBQ,0.04963805584281282,15.0,0.34353,0.36076
1CBQ,1ECN,0.02922990444069702,11.0,0.35156,0.35323
1CBQ,1FLP,0.04381161007667032,16.0,0.35769,0.34897
1CBQ,1GDJ,0.035637149028077755,4.0,0.34349,0.31918
1CBQ,1HBG,0.04234527687296417,15.0,0.36833,0.35058
1CBQ,1HSA,0.053418803418803416,5.0,0.3709,0.22579
1CBQ,1LHS,0.04019037546271814,5.0,0.35625,0.33073
1CBQ,1MYT,0.0481663929939792,7.0,0.34377,0.33042
1CBQ,2LHB,0.03373231773667029,5.0,0.35568,0.33562
1CBQ,1HLM,0.029197080291970802,6.0,0.34022,0.30845
1CBQ,1HLB,0.04129168872419269,8.0,0.3406,0.31145
1CBQ,1ENH,0.0437246963562753,10.0,0.21267,0.42739
1CBQ,1FTZ,0.0400890868596882,11.0,0.17983,0.28618
1CBQ,1HDP,0.04611837048424289,13.0,0.19869,0.34998
1CBQ,1OCP,0.043315907393577296,12.0,0.21598,0.33639
1CBQ,1POU,0.045756457564575644,6.0,0.25386,0.38651
1CBQ,1FTT,0.0343027591349739,8.0,0.19822,0.32383
1CBQ,1VND,0.03982930298719772,7.0,0.21729,0.31652
1CBQ,1CLH,0.03815261044176707,10.0,0.32571,0.28792
1CBQ,1GRG,0.026205191594561188,11.0,0.3209,0.13736
1CBQ,1NHR,0.025925925925925925,16.0,0.27692,0.12077
1CBQ,1LVL,0.018571060098013927,16.0,0.33696,0.13284
1CBQ,1TDF,0.024439918533604887,12.0,0.34274,0.18951
1CBQ,1VDC,0.024787997390737115,16.0,0.29905,0.1581
1EAL,1FRD,0.0661715057393653,11.0,0.29828,0.34764
1EAL,2PIA,0.02273487128050819,9.0,0.32342,0.1683
1DOX,1EAL,0.0791268758526603,7.0,0.32546,0.27661
1EAL,1ROE,0.06648575305291723,4.0,0.31225,0.36999
1DOI,1EAL,0.037580739870816206,3.0,0.31244,0.31382
1EAL,4FXC,0.07031778228532792,2.0,0.2951,0.34449
1EAL,3FX2,0.04653739612188366,11.0,0.33081,0.30071
1EAL,1FLV,0.05217391304347826,6.0,0.3479,0.28763
1EAL,1OFV,0.03686635944700461,4.0,0.33996,0.28187
1EAL,2FRC,0.04980340760157274,3.0,0.28482,0.32377
1EAL,1FLA,0.0425531914893617,4.0,0.35065,0.33212
1EAL,5FD1,0.04239401496259352,6.0,0.26067,0.29116
1EAL,1FDN,0.04390243902439024,4.0,0.21822,0.35407
1EAL,1FXD,0.06320907617504051,5.0,0.22402,0.34743
1BLU,1EAL,0.059447983014861996,4.0,0.3011,0.23125
1EAL,1ROF,0.036741214057507986,5.0,0.22816,0.35084
1CLF,1EAL,0.0457516339869281,3.0,0.3049,0.18757
1EAL,2SPL,0.04030501089324619,2.0,0.36488,0.31934
1EAL,3MBA,0.03743618831537152,6.0,0.35283,0.32182
1ASH,1EAL,0.042803638309256285,11.0,0.33083,0.36616
1EAL,1ECN,0.050175029171528586,9.0,0.3457,0.3305
1EAL,1FLP,0.034071550255536626,10.0,0.36221,0.33687
1EAL,1GDJ,0.047006155567991044,4.0,0.35767,0.31439
